,model_name,model_year,kms_driven,owner,location,mileage,power,price,cc,brand
253,Bajaj Pulsar 220cc,2015,52000,second owner,rewa,38.0,21 bhp,47000,220.0,Bajaj
254,Bajaj Avenger 220cc,2014,22033,first owner,jaipur,40.0,19 bhp,41000,220.0,Bajaj
255,Hero CD Deluxe 100cc,2012,59000,first owner,gorakhpur,65.0,7.70 bhp,35000,100.0,Hero
256,Hero Passion Pro i3S Alloy 100cc IBS,2019,22465,first owner,mumbai,84.0,8.20 bhp,44000,100.0,Hero
257,Hero HF Deluxe 100cc,2017,20000,first owner,gurgaon,55.0,6.15kW (8.36 Ps),20000,100.0,Hero
258,Hero Splendor 100cc,2013,30768,first owner,mumbai,52.5,6.15kW (8.36 Ps),35000,100.0,Hero
259,Yamaha FZs 150cc,2014,26330,first owner,hyderabad,45.0,13 bhp,45400,150.0,Yamaha
260,Yamaha FZs 150cc,2015,18000,second owner,delhi,45.0,13 bhp,30000,150.0,Yamaha
261,Hero Ignitor 125cc,2013,38000,first owner,mumbai,55.0,11 bhp,39425,125.0,Hero
262,Yamaha FZs 150cc,2015,18000,first owner,delhi,45.0,13 bhp,48000,150.0,Yamaha
263,Bajaj V12 125cc,2017,35000,first owner,bangalore,57.0,12bhp,45000,125.0,Bajaj
264,Bajaj Avenger 220cc,2013,27000,first owner,mumbai,40.0,19 bhp,35000,220.0,Bajaj
265,Hero CBZ Xtreme 150cc,2011,39000,first owner,vadodara,65.0,14.4PS,20500,150.0,Hero
266,Hero Passion Pro 100cc,2013,21000,first owner,vadodara,5.0,8.2 Bhp,35500,100.0,Hero
267,Hero Passion Pro 100cc,2017,20000,first owner,vadodara,5.0,8.2 Bhp,45000,100.0,Hero
268,Hero Passion Pro 100cc,2008,30000,first owner,vadodara,5.0,8.2 Bhp,24500,100.0,Hero
269,Bajaj Avenger 220cc,2013,45000,first owner,mumbai,40.0,19 bhp,45000,220.0,Bajaj
270,Hero Achiever Disc 150cc,2017,5000,first owner,navsari,50.0,13 bhp,37700,150.0,Hero
271,Bajaj Avenger 220cc,2015,19000,second owner,navi mumbai,40.0,19 bhp,47800,220.0,Bajaj
272,Hero Passion Xpro 110cc,2015,30000,first owner,vadodara,55.0,6.72 KW (9.1 Ps),36500,110.0,Hero
273,Bajaj Avenger 220cc,2015,18000,first owner,bareilly,40.0,19 bhp,45000,220.0,Bajaj
274,Hero Splendor iSmart 110cc,2016,13000,first owner,chennai,55.0,9.30 bhp,20000,110.0,Hero
275,Yamaha YZF-R15 150cc,2013,30000,third owner,delhi,42.0,16 bhp,37200,150.0,Yamaha
276,Yamaha FZs 150cc,2015,41000,first owner,gurgaon,45.0,13 bhp,36550,150.0,Yamaha
277,Hero Splendor Pro 100cc,2015,33000,first owner,delhi,81.0,8.20 bhp,35000,100.0,Hero
278,Bajaj Pulsar 220F,2015,55333,first owner,ghaziabad,38.0,21 bhp,47300,220.0,Bajaj
279,Hero Passion Pro 100cc,2011,43000,second owner,chennai,5.0,8.2 Bhp,20000,100.0,Hero
280,Bajaj Discover 125ST,2013,19508,first owner,bangalore,65.0,12.5 ps,30000,125.0,Bajaj
281,Mahindra Centuro Disc Brake 110cc,2015,28000,first owner,delhi,60.0,8.5 Bhp,28000,110.0,Mahindra
282,KTM Duke 200cc,2014,98000,fourth owner or more,mumbai,35.0,25 bhp,46000,200.0,KTM
283,Bajaj Pulsar 180cc,2016,22000,first owner,rajkot,65.0,17 bhp,45000,180.0,Bajaj
284,Yamaha FZs 150cc,2008,45000,first owner,mumbai,45.0,13 bhp,20000,150.0,Yamaha
285,Bajaj Pulsar 135LS,2012,40000,first owner,varanasi,64.0,13 bhp,20100,135.0,Bajaj
286,Hero Passion Pro 100cc,2010,25000,first owner,delhi,5.0,8.2 Bhp,21000,100.0,Hero
287,Hero Passion Pro 100cc,2009,22000,second owner,delhi,5.0,8.2 Bhp,19000,100.0,Hero
288,Bajaj Pulsar 220F,2019,63000,fourth owner or more,jaipur,38.0,21 bhp,47200,220.0,Bajaj
289,Bajaj CT 100 100cc,2016,32604,first owner,bangalore,89.0,8.10 bhp,29500,100.0,Bajaj
290,Bajaj V15 150cc,2017,17000,first owner,delhi,57.0,11.80 bhp,38000,150.0,Bajaj
291,Bajaj Avenger 180cc,2005,50000,second owner,mumbai,40.0,19 bhp,30000,180.0,Bajaj
292,Hero Passion Pro 100cc,2011,45000,first owner,nokha,5.0,8.2 Bhp,19280,100.0,Hero
293,Honda CBR 150R 150cc,2013,29461,second owner,delhi,38.0,18.28 bhp,45000,150.0,Honda
294,Yamaha FZs 150cc,2014,32370,first owner,meerut,45.0,13 bhp,44000,150.0,Yamaha
295,Bajaj Avenger Street 220,2016,14000,second owner,gurgaon,53.0,19 bhp,47000,220.0,Bajaj
296,Hero Passion Pro i3S Alloy 100cc,2018,17000,first owner,delhi,84.0,8.20 bhp,42000,100.0,Hero
297,Hero CBZ Xtreme 150cc,2011,27000,first owner,surat,65.0,14.4PS,25000,150.0,Hero
298,Yamaha YZF-R15 150cc,2009,35779,first owner,kolkata,42.0,16 bhp,47000,150.0,Yamaha
299,Bajaj Pulsar 220cc,2016,24000,second owner,jalgaon,38.0,21 bhp,48750,220.0,Bajaj
300,Hero Splendor Plus Kick Alloy 100cc,2018,13500,first owner,faridabad,81.0,8.20 bhp,45000,100.0,Hero
301,Bajaj Pulsar 180cc,2016,48000,first owner,delhi,65.0,17 bhp,42000,180.0,Bajaj
302,Hero Passion Pro 100cc,2013,44000,first owner,pune,5.0,8.2 Bhp,37000,100.0,Hero
303,Hero Passion Pro 100cc Disc Alloy,2019,100000,first owner,bhubaneshwar,5.0,8.2 Bhp,28500,100.0,Hero
304,Bajaj Pulsar AS150,2016,32000,first owner,delhi,53.0,16.80 bhp,31694,150.0,Bajaj
305,Bajaj Pulsar 180cc,2013,15000,first owner,delhi,65.0,15 bhp,30200,180.0,Bajaj
306,Hero Splendor iSmart 100cc,2016,3000,first owner,anantapur,55.0,8.20 bhp,28000,100.0,Hero
307,Royal Enfield Thunderbird 350cc,2005,45000,second owner,chennai,30.0,19.80 bhp,40000,350.0,Royal Enfield
308,Bajaj Discover 125ST,2013,5000,first owner,jaipur,65.0,12.5 ps,21700,125.0,Bajaj
309,Hero Passion Pro i3S Disc 100cc,2018,22000,first owner,delhi,84.0,8.20 bhp,47000,100.0,Hero
310,Bajaj Avenger Street 150,2016,13000,first owner,ahmedabad,50.0,14.30 bhp,42000,150.0,Bajaj
311,Royal Enfield Bullet Electra 350cc,2007,48000,first owner,gurgaon,30.0,19.8 Bhp,40000,350.0,Royal Enfield
312,Yamaha YZF-R15 150cc,2012,37000,first owner,mumbai,42.0,16 bhp,39352,150.0,Yamaha
313,Bajaj V15 150cc,2017,28000,second owner,,57.0,11.80 bhp,32000,150.0,Bajaj
314,Hero Passion Pro 100cc Drum Alloy,2018,18000,first owner,ahmedabad,5.0,8.2 Bhp,47000,100.0,Hero
315,Bajaj V15 150cc,2017,26000,second owner,delhi,57.0,11.80 bhp,32000,150.0,Bajaj
316,Bajaj V15 150cc,2017,24853,second owner,delhi,57.0,11.80 bhp,30144,150.0,Bajaj
317,TVS Sport 100cc,2016,18986,first owner,delhi,95.0,7.40 bhp,27000,100.0,TVS
318,Hero Splendor iSmart 110cc,2017,35000,first owner,delhi,55.0,9.30 bhp,35000,110.0,Hero
319,Bajaj Pulsar 180cc,2010,53000,first owner,mumbai,65.0,15 bhp,19000,180.0,Bajaj
320,Bajaj Pulsar 180cc,2011,5000,first owner,delhi,65.0,15 bhp,22100,180.0,Bajaj
321,Hero Passion Xpro 110cc,2015,17500,first owner,delhi,55.0,6.72 KW (9.1 Ps),31000,110.0,Hero
322,Bajaj Pulsar 220F,2012,18500,first owner,delhi,38.0,21 bhp,25000,220.0,Bajaj
323,Hero Splendor iSmart 110cc,2016,18500,first owner,delhi,55.0,9.30 bhp,33000,110.0,Hero
324,Yamaha FZs 150cc,2015,15000,first owner,delhi,45.0,13 bhp,48500,150.0,Yamaha
325,Yamaha FZs 150cc,2014,25000,first owner,delhi,45.0,13 bhp,38000,150.0,Yamaha
326,Bajaj V15 150cc,2017,38456,first owner,jaipur,57.0,11.80 bhp,32250,150.0,Bajaj
327,Bajaj Pulsar 220cc,2011,34000,first owner,mumbai,38.0,21 bhp,30000,220.0,Bajaj
328,Bajaj Pulsar 180cc,2011,7000,first owner,mumbai,65.0,15 bhp,24200,180.0,Bajaj
329,Bajaj CT 100 100cc,2006,11900,second owner,chennai,89.0,8.10 bhp,20000,100.0,Bajaj
330,Honda CBR 150R 150cc,2013,28200,second owner,pune,38.0,18.28 bhp,49000,150.0,Honda
331,Hero Splendor Pro 100cc,2015,33000,first owner,bangalore,81.0,8.20 bhp,33000,100.0,Hero
332,Bajaj Pulsar 220cc,2019,78000,fourth owner or more,jaipur,38.0,21 bhp,41000,220.0,Bajaj
333,Hero Passion Plus 100cc,2007,80000,first owner,sehore,55.0,7.5 Bhp,20000,100.0,Hero
334,Bajaj V15 150cc,2019,6909,first owner,faridabad,57.0,11.80 bhp,46350,150.0,Bajaj
335,Hero CBZ Xtreme 150cc,2014,50000,second owner,hyderabad,65.0,14.4PS,17958,150.0,Hero
336,Hero Passion Pro 100cc,2015,38000,first owner,pune,84.0,8.2 Bhp,47000,100.0,Hero
337,Hero HF Deluxe 100cc,2014,31281,first owner,jaipur,83.0,7.70 bhp,30600,100.0,Hero
338,Honda CBR 150R 150cc,2013,17000,first owner,mumbai,38.0,18.28 bhp,45000,150.0,Honda
339,Bajaj Pulsar 135LS,2010,80000,second owner,hyderabad,64.0,13 bhp,23000,135.0,Bajaj
340,Bajaj Pulsar 180cc,2015,44000,first owner,gurgaon,45.0,17 bhp,32000,180.0,Bajaj
341,Hero Splendor Plus 100cc,2016,12962,first owner,bhopal,81.0,8.20 bhp,45000,100.0,Hero
342,Bajaj Avenger 220cc,2013,18000,first owner,delhi,40.0,19 bhp,35000,220.0,Bajaj
343,Hero Passion Pro 100cc,2017,23000,second owner,bangalore,5.0,8.2 Bhp,44000,100.0,Hero
344,Hero Karizma R 223cc,2013,48000,second owner,rajkot,40.0,17 bhp,24800,223.0,Hero
345,Bajaj Pulsar 220F,2011,89000,third owner,bangalore,38.0,21 bhp,38000,220.0,Bajaj
346,Bajaj Pulsar 220cc,2014,89000,third owner,jaipur,38.0,21 bhp,35000,220.0,Bajaj
347,Bajaj Avenger 220cc,2013,17200,first owner,chennai,40.0,19 bhp,34000,220.0,Bajaj
348,Hero Splendor Plus Self Alloy 100cc,2017,31000,first owner,ahmedabad,55.0,8.20 bhp,46000,100.0,Hero
349,Yamaha YZF-R15 150cc,2011,12000,first owner,sonipat,42.0,16 bhp,48000,150.0,Yamaha
350,Bajaj Discover 125ST,2012,43000,first owner,moradabad,65.0,12.5 ps,28000,125.0,Bajaj
351,Bajaj Pulsar AS150,2016,40000,first owner,kolkata,53.0,16.80 bhp,42600,150.0,Bajaj
352,Yamaha FZs 150cc,2016,18000,second owner,delhi,45.0,13 bhp,48500,150.0,Yamaha
353,Yamaha FZs 150cc,2009,8000,first owner,bangalore,45.0,13 bhp,35000,150.0,Yamaha
354,Hero Passion Plus 100cc,2006,93000,first owner,bangalore,55.0,7.5 Bhp,17000,100.0,Hero
355,Bajaj Discover 125cc,2012,34000,first owner,mumbai,65.0,12.5 ps,22825,125.0,Bajaj
356,Hero Karizma R 223cc,2014,37000,first owner,mumbai,40.0,17 bhp,35999,223.0,Hero
357,Hero Passion Pro 100cc,2010,17900,first owner,ajmer,5.0,8.2 Bhp,21000,100.0,Hero
358,Yamaha YZF-R15 2.0 150cc,2011,18550,first owner,delhi,42.0,16.70 bhp,44800,150.0,Yamaha
359,Hero Honda Splendor 100cc,2011,30000,first owner,ranchi,52.5,6.15kW (8.36 Ps),30000,100.0,Hero
360,Bajaj CT 100 KS Alloy CBS,2019,7000,first owner,saharanpur,67.0,8.10 bhp,39000,100.0,Bajaj
361,Bajaj Discover 125ST,2012,55000,first owner,pune,65.0,12.5 ps,25000,125.0,Bajaj
362,Yamaha FZs 150cc,2013,32200,first owner,mumbai,45.0,13 bhp,33200,150.0,Yamaha
363,Hero CD Deluxe 100cc,2010,80000,first owner,ludhiana,65.0,7.70 bhp,24999,100.0,Hero
364,TVS Sport 100cc,2014,43808,first owner,jaipur,95.0,7.40 bhp,18000,100.0,TVS
365,Hero Super Splendor 125cc,2015,37000,first owner,delhi,75.0,9 bhp,33200,125.0,Hero
366,Hero Super Splendor 125cc,2006,70884,first owner,lucknow,75.0,9 bhp,20000,125.0,Hero
367,Hero Splendor Plus 100cc,2018,7400,first owner,udaipur,81.0,8.20 bhp,41900,100.0,Hero
368,Bajaj CT 100 100cc,2017,36000,fourth owner or more,delhi,89.0,8.10 bhp,25000,100.0,Bajaj
369,Hero Splendor Plus 100cc,2013,30000,first owner,pune,81.0,8.20 bhp,34874,100.0,Hero
370,Bajaj Avenger Street 150,2016,30000,first owner,mumbai,50.0,14.30 bhp,37500,150.0,Bajaj
371,TVS Star Sport 100cc,2016,20000,second owner,padrauna,95.0,7.40 bhp,20100,100.0,TVS
372,Bajaj Pulsar 220cc,2014,38000,third owner,mumbai,38.0,21 bhp,38000,220.0,Bajaj
373,Hero Passion Pro 100cc,2015,27800,second owner,hyderabad,84.0,8.2 Bhp,47000,100.0,Hero
374,Hero CBZ Xtreme 150cc,2010,90000,first owner,durg,65.0,14.4PS,24999,150.0,Hero
375,Honda Dream Yuga 110cc,2015,31000,first owner,chennai,84.0,8 bhp,33000,110.0,Honda
376,Hero Splendor Plus 100cc,2015,26000,second owner,gurgaon,81.0,8.20 bhp,30500,100.0,Hero
377,Bajaj V15 150cc,2017,19400,first owner,delhi,57.0,11.80 bhp,38000,150.0,Bajaj
378,Hero Splendor Plus Kick Alloy 100cc,2014,27000,second owner,ahmedabad,81.0,8.20 bhp,35880,100.0,Hero
379,Hero Splendor Plus 100cc,2017,27000,first owner,delhi,81.0,8.20 bhp,45000,100.0,Hero
380,Hero Hunk 150cc,2009,20000,second owner,delhi,53.0,14 bhp,28000,150.0,Hero
381,Hero Passion Plus 100cc,2009,22500,first owner,ludhiana,55.0,7.5 Bhp,20000,100.0,Hero
382,Hero Passion Pro 100cc,2009,49660,first owner,delhi,5.0,8.2 Bhp,18600,100.0,Hero
383,Hero Glamour Fi 125cc,2017,17200,second owner,jaipur,55.0,9 bhp,33000,125.0,Hero
384,Bajaj Pulsar 200 NS 200cc,2014,12700,first owner,valsad,40.0,24.2 BHP,45900,200.0,Bajaj
385,Royal Enfield Bullet Electra 350cc,2009,36324,first owner,ghaziabad,30.0,19.8 Bhp,49834,350.0,Royal Enfield
386,Bajaj Pulsar 220cc,2009,65000,second owner,delhi,38.0,21 bhp,18400,220.0,Bajaj
387,Bajaj Avenger Street 150,2016,20452,first owner,coimbatore,50.0,14.30 bhp,45000,150.0,Bajaj
388,Bajaj Avenger 220cc,2013,10000,second owner,mumbai,40.0,19 bhp,33600,220.0,Bajaj
389,Mahindra Centuro 110cc,2015,24000,first owner,delhi,60.0,8.5 Bhp,28000,110.0,Mahindra
390,Bajaj Pulsar 180cc,2011,26000,first owner,bhiwani,65.0,15 bhp,23455,180.0,Bajaj
391,Bajaj Pulsar 180cc,2009,12000,first owner,bhiwani,65.0,15 bhp,16444,180.0,Bajaj
392,Hero Passion XPRO 110 cc,2014,42000,first owner,jaipur,50.0,6.72 KW (9.1 Ps),30000,110.0,Hero
393,Hero Passion Pro 100cc,2011,20000,first owner,mumbai,5.0,8.2 Bhp,28838,100.0,Hero
394,Hero Passion Plus 100cc,2008,50183,second owner,hyderabad,55.0,7.5 Bhp,29500,100.0,Hero
395,Bajaj Avenger 220cc,2011,19000,first owner,ghaziabad,40.0,19 bhp,28300,220.0,Bajaj
396,Suzuki Gixxer 150cc,2017,16000,first owner,gurgaon,63.0,14 bhp,47000,150.0,Suzuki
397,Yamaha FZs 150cc,2013,48000,first owner,delhi,45.0,13 bhp,38700,150.0,Yamaha
398,Honda CB Trigger 150cc,2014,33700,first owner,hyderabad,60.0,14 bhp,42000,150.0,Honda
399,Yamaha YZF-R15 2.0 150cc,2012,46000,first owner,mumbai,42.0,16.70 bhp,48300,150.0,Yamaha
400,Bajaj Avenger 220cc,2015,15495,first owner,gurgaon,40.0,19 bhp,35000,220.0,Bajaj
401,Bajaj CT 100 KS Alloy,2019,4000,first owner,delhi,67.0,8.10 bhp,45000,100.0,Bajaj
402,Hero Super Splendor 125cc,2017,33000,first owner,ghaziabad,75.0,9 bhp,40000,125.0,Hero
403,Bajaj Pulsar 220cc,2015,67000,first owner,mumbai,38.0,21 bhp,41400,220.0,Bajaj
404,Hero Glamour 125cc,2012,28000,second owner,sultanpur,55.0,8.90 bhp,24500,125.0,Hero
405,Hero Passion Pro 100cc,2017,12771,first owner,ernakulam,5.0,8.2 Bhp,29339,100.0,Hero
406,Bajaj V15 150cc,2018,16000,first owner,gwalior,57.0,11.80 bhp,45000,150.0,Bajaj
407,Bajaj Avenger 220cc,2011,21045,second owner,bangalore,40.0,19 bhp,35000,220.0,Bajaj
408,Bajaj Avenger 220cc,2013,15628,first owner,gurgaon,40.0,19 bhp,40000,220.0,Bajaj
409,Bajaj Pulsar 180cc,2012,14000,second owner,bangalore,45.0,17 bhp,39000,180.0,Bajaj
410,Bajaj Avenger 220cc,2013,30000,first owner,mumbai,40.0,19 bhp,44000,220.0,Bajaj
411,Hero Passion 100cc ,2005,98000,first owner,barasat,55.0,7.5 Bhp,38000,100.0,Hero
412,Hero Xtreme 150cc,2014,54000,first owner,gandhinagar,50.0,14.20 bhp,22300,150.0,Hero
413,Hero Splendor iSmart 100cc,2015,21699,first owner,jaipur,55.0,8.20 bhp,38000,100.0,Hero
414,Suzuki Gixxer 150cc,2015,41000,first owner,ghaziabad,63.0,14 bhp,41300,150.0,Suzuki
415,Hero Karizma R 223cc,2011,23300,first owner,kolkata,40.0,17 bhp,30000,223.0,Hero
416,Bajaj Pulsar 180cc,2013,34000,first owner,phagwara,65.0,15 bhp,31000,180.0,Bajaj
417,Bajaj Avenger Street 150,2016,39500,first owner,ghaziabad,50.0,14.30 bhp,37000,150.0,Bajaj
418,Suzuki Gixxer SF 150cc,2015,38000,first owner,guwahati,40.0,14.60 bhp,44000,150.0,Suzuki
419,Hero Karizma R 223cc,2015,42000,first owner,bangalore,40.0,17 bhp,40000,223.0,Hero
420,Hero HF Deluxe 100cc,2013,16615,first owner,jaipur,83.0,7.70 bhp,25000,100.0,Hero
421,Suzuki Gixxer 150cc,2016,46530,first owner,ahmedabad,63.0,14 bhp,43000,150.0,Suzuki
422,Bajaj Avenger Street 150,2017,30000,first owner,indore,45.0,14.30 bhp,48750,150.0,Bajaj
423,Hero Super Splendor 125cc,2018,7329,first owner,ludhiana,75.0,9 bhp,44000,125.0,Hero
424,Bajaj V15 150cc,2016,11500,first owner,gurgaon,57.0,11.80 bhp,30000,150.0,Bajaj
425,Bajaj V12 125cc,2017,12500,first owner,gurgaon,57.0,12bhp,34000,125.0,Bajaj
426,Bajaj Pulsar 220cc,2008,48000,second owner,roorkee,38.0,21 bhp,18000,220.0,Bajaj
427,Bajaj Pulsar 220cc,2008,24000,first owner,bhiwani,38.0,21 bhp,19655,220.0,Bajaj
428,Hero Splendor Plus Self Alloy 100cc,2018,17700,first owner,ahmedabad,55.0,8.20 bhp,49000,100.0,Hero
429,Hero Xtreme Sports 150cc,2016,80000,first owner,kanchrapara,55.0,15.60 bhp,47000,150.0,Hero
430,Bajaj Pulsar 220cc,2011,57000,first owner,surat,38.0,21 bhp,18500,220.0,Bajaj
431,Hero Passion Pro 100cc,2016,30000,first owner,hyderabad,5.0,8.2 Bhp,46000,100.0,Hero
432,Bajaj Discover 125cc,2013,36000,first owner,pune,65.0,12.5 ps,38000,125.0,Bajaj
433,Hero Passion Xpro 110cc,2019,14000,first owner,delhi,55.0,8 bhp,48000,110.0,Hero
434,Hero Karizma R 223cc,2009,36826,first owner,dewas,40.0,17 bhp,30000,223.0,Hero
435,Hero Splendor iSmart 100cc,2016,24344,first owner,gurgaon,55.0,8.20 bhp,30000,100.0,Hero
436,Bajaj Pulsar 180cc,2014,9300,third owner,pune,45.0,17 bhp,35000,180.0,Bajaj
437,Hero CD Deluxe 100cc,2012,38150,first owner,jaipur,65.0,7.70 bhp,25000,100.0,Hero
438,Hero Super Splendor 125cc,2006,85000,first owner,indore,75.0,9 bhp,20000,125.0,Hero
439,Suzuki Gixxer SF 150cc,2015,49000,first owner,lucknow,40.0,14.60 bhp,43000,150.0,Suzuki
440,Bajaj Pulsar 180cc,2012,67000,first owner,jaipur,45.0,17 bhp,26000,180.0,Bajaj
441, Bajaj CT100 B 2016                                                ,2016,30000,first owner,mumbai,67.0,8.10 bhp,32000,100.0,Bajaj
442,Bajaj CT 100 100cc,2018,15999,first owner,gurgaon,89.0,8.10 bhp,28000,100.0,Bajaj
443,Bajaj Discover 125cc Disc,2019,11560,first owner,gurgaon,65.0,10.90 bhp,36000,125.0,Bajaj
444,Bajaj Avenger Street 150,2016,50000,first owner,bagalkot,50.0,14.30 bhp,44600,150.0,Bajaj
445,Bajaj V15 150cc,2016,35600,first owner,kolkata,57.0,11.80 bhp,36000,150.0,Bajaj
446,Bajaj V15 150cc,2017,23431,first owner,gurgaon,57.0,11.80 bhp,32000,150.0,Bajaj
447,Bajaj Avenger Street 150,2017,89000,second owner,jaipur,45.0,14.30 bhp,47000,150.0,Bajaj
448,Bajaj V15 150cc,2017,37000,second owner,ahmedabad,57.0,11.80 bhp,40000,150.0,Bajaj
449,Hero CBZ Xtreme 150cc,2008,50000,first owner,meerut,65.0,14.4PS,16000,150.0,Hero
450,Bajaj Boxer AR100,2001,33500,first owner,nashik,72.0,12.0 PS,20000,100.0,Bajaj
451,Hero Hunk 150cc,2013,51000,first owner,jaipur,53.0,14 bhp,35000,150.0,Hero
452,Hero Passion Plus 100cc,2004,57000,first owner,aligarh,55.0,7.5 Bhp,18000,100.0,Hero
453,Hero Splendor Pro 100cc,2016,57000,first owner,alanganallur,81.0,8.20 bhp,40000,100.0,Hero
454,Bajaj V15 150cc,2017,4200,first owner,kolkata,57.0,11.80 bhp,49000,150.0,Bajaj
455,Hero Passion Plus 100cc,2007,50000,first owner,indore,55.0,7.5 Bhp,27000,100.0,Hero
456,Bajaj Pulsar 180cc,2011,41000,first owner,narnaul,65.0,15 bhp,25000,180.0,Bajaj
457,Hero Splendor 100cc,1994,366600,fourth owner or more,jaipur,45.0,7.44bhp,36508,100.0,Hero
458,Bajaj Avenger 220cc,2012,98000,first owner,jaipur,40.0,19 bhp,26000,220.0,Bajaj
459,Hero Passion Plus 100cc,2009,60000,first owner,bangalore,55.0,7.5 Bhp,30000,100.0,Hero
460,Hero Passion Pro 100cc,2019,19000,first owner,bharatpur,5.0,8.2 Bhp,49400,100.0,Hero
461,Bajaj Pulsar 135LS,2010,65000,second owner,vaikom,64.0,13 bhp,17000,135.0,Bajaj
462,Bajaj Pulsar 180cc,2015,25000,second owner,pune,45.0,17 bhp,45000,180.0,Bajaj
463,Bajaj CT 100 100cc,2018,27184,first owner,dakshina kannada,89.0,8.10 bhp,38000,100.0,Bajaj
464,Bajaj CT 100 ES Alloy,2019,17918,first owner,mumbai,67.0,8.10 bhp,45000,100.0,Bajaj
465,Bajaj Pulsar 150cc,2004,65400,first owner,mumbai,65.0,15 bhp,25000,150.0,Bajaj
466,Bajaj V15 150cc,2016,15000,first owner,bangalore,57.0,11.80 bhp,37000,150.0,Bajaj
467,Hero Super Splendor 125cc,2014,10000,first owner,vidisha,75.0,9 bhp,40000,125.0,Hero
468,Hero HF Deluxe 100cc,2013,38000,first owner,lucknow,83.0,7.70 bhp,40000,100.0,Hero
469,Hero Glamour 125cc,2006,35000,first owner,ahmedabad,55.0,8.90 bhp,15333,125.0,Hero
470,Hero Splendor Plus 100cc,2008,32075,second owner,bangalore,81.0,8.20 bhp,30000,100.0,Hero
471,Hero CBZ Xtreme 150cc,2011,15000,second owner,delhi,65.0,14.4PS,23900,150.0,Hero
472,Hero Passion Pro 100cc,2013,35000,first owner,hyderabad,5.0,8.2 Bhp,34895,100.0,Hero
473,Yamaha FZs 150cc,2013,40000,first owner,ghaziabad,45.0,13 bhp,45000,150.0,Yamaha
474,Hero CBZ Xtreme 150cc,2014,22850,second owner,ahmedabad,65.0,14.4PS,27786,150.0,Hero
475,Suzuki Hayate 110cc,2012,69600,first owner,delhi,69.0,8.3 bhp,22000,110.0,Suzuki
476,Hero Passion Pro 100cc,2017,18000,first owner,delhi,5.0,8.2 Bhp,45000,100.0,Hero
477,Bajaj Discover 100T,2013,58546,first owner,bikaner,56.0,8.51 PS,22000,100.0,Bajaj
478,Yamaha FZs 150cc,2014,18000,first owner,bangalore,45.0,13 bhp,42000,150.0,Yamaha
479,Bajaj Discover 125ST,2012,21000,first owner,jabalpur,65.0,12.5 ps,30000,125.0,Bajaj
480,Bajaj Pulsar 220cc,2009,11900,first owner,chennai,38.0,21 bhp,33000,220.0,Bajaj
481,Hero Splendor iSmart 110cc,2015,39571,first owner,,50.0,7 Kw,24000,110.0,Hero
482,Bajaj Avenger Street 150,2016,22000,first owner,ahmedabad,50.0,14.30 bhp,41500,150.0,Bajaj
483,Bajaj Pulsar 180cc,2015,30000,second owner,siliguri,45.0,17 bhp,49000,180.0,Bajaj
484,Yamaha FZs 150cc,2012,34000,second owner,pune,45.0,13 bhp,45000,150.0,Yamaha
485,TVS Star City 110cc,2011,24000,first owner,ghaziabad,85.0,8.2 bhp,20000,110.0,TVS
486,Hero Karizma ZMR 223cc,2015,37000,first owner,delhi,48.0,20 bhp,36300,223.0,Hero
487,Bajaj Discover 125cc,2016,28000,first owner,delhi,65.0,12.5 ps,31000,125.0,Bajaj
488,Yamaha YZF-R15 150cc,2010,21322,first owner,gurgaon,42.0,16 bhp,30000,150.0,Yamaha
489,Bajaj Pulsar 180cc,2011,40000,second owner,ghaziabad,65.0,15 bhp,25000,180.0,Bajaj
490,Bajaj Avenger Street 150,2016,14000,second owner,ahmedabad,50.0,14.30 bhp,48800,150.0,Bajaj
491,Bajaj Pulsar 220cc,2012,25000,first owner,gurgaon,38.0,21 bhp,32000,220.0,Bajaj
492,Hero Hunk 150cc,2010,70927,first owner,ahmedabad,53.0,14 bhp,21500,150.0,Hero
493,Bajaj V15 150cc,2016,19845,first owner,bangalore,57.0,11.80 bhp,33433,150.0,Bajaj
494,Bajaj Discover 125ST,2016,29148,first owner,delhi,65.0,12.5 ps,21075,125.0,Bajaj
495,Hero Splendor Plus 100cc,2009,47000,first owner,rohtak,81.0,8.20 bhp,15200,100.0,Hero
496,Hero HF Deluxe Kick Alloy 100cc,2018,11000,first owner,gurgaon,55.0,6.15kW (8.36 Ps),37000,100.0,Hero
497,Hero Splendor Plus 100cc,2015,51576,first owner,ernakulam,81.0,8.20 bhp,19695,100.0,Hero
498,Yamaha FZs 150cc,2013,24028,first owner,bangalore,45.0,13 bhp,38000,150.0,Yamaha
499,Bajaj Pulsar 180cc,2011,29000,second owner,bangalore,65.0,15 bhp,25000,180.0,Bajaj
500,Hero HF Deluxe self Alloy 100cc,2017,15456,first owner,gurgaon,55.0,6.15kW (8.36 Ps),32000,100.0,Hero
501,Hero Hunk 150cc,2016,34000,first owner,bhubaneshwar,53.0,14 bhp,35000,150.0,Hero
502,Yamaha FZs 150cc,2013,49500,first owner,guwahati,45.0,13 bhp,40000,150.0,Yamaha
503,Hero Passion Plus 100cc,2006,20000,first owner,thane,55.0,7.5 Bhp,22000,100.0,Hero
504,Hero Karizma 223cc,2006,40000,first owner,bangalore,40.0,17 bhp,16130,223.0,Hero
